0 2
1 3
2 3
3 2
4 1
5 3
6 2
7 3
8 2
9 1
10 1
11 2
12 1
13 2
14 1
15 1
16 3
17 3
18 2
19 1
20 2
21 3
22 2
23 3
24 3
25 3
26 3
27 1
28 3
29 3
30 3
31 2
32 1
33 3
34 2
35 3
36 1
37 2
38 2
39 2
40 3
41 3
42 1
43 3
44 1
45 3
46 1
47 1
48 2
49 3
50 3
51 3
52 2
53 3
54 3
55 1
56 3
57 3
